customer_id,region,device_type,subscription_plan,account_age_days,monthly_spend,num_orders_last_90d,avg_order_value,support_tickets_raised,days_since_last_login,pages_per_session,churned
CUST00718,North,Tablet,Basic,1058,10.28,6,80.48,3,200,11.0,0
CUST00719,South,Mobile,Free,823,47.24,6,129.65,2,361,3.7,1
CUST00720,North,Mobile,Free,1482,13.15,5,147.55,2,20,5.4,0
CUST00721,East,Desktop,Free,651,29.46,7,191.87,0,303,9.1,1
CUST00722,South,Mobile,Basic,720,265.02,5,108.1,0,299,10.4,1
CUST00723,Central,Desktop,Enterprise,612,86.27,5,116.53,0,6,7.5,0
CUST00724,North,Mobile,Premium,145,88.85,4,164.09,1,179,4.3,1
CUST00725,North,Tablet,Basic,149,164.51,5,5.0,1,304,1.1,1
CUST00726,East,Mobile,Basic,596,7.34,3,173.7,0,256,7.3,0
CUST00727,North,Mobile,Basic,213,17.34,6,100.58,1,258,8.3,0
CUST00728,East,Desktop,Enterprise,1165,28.94,7,138.24,1,334,2.9,0
CUST00729,South,Mobile,Free,713,13.03,6,184.49,1,245,4.3,1
CUST00730,North,Desktop,Free,1153,32.66,6,5.0,3,317,3.4,1
CUST00731,South,Mobile,Basic,536,89.97,3,115.0,2,203,9.0,1
CUST00732,North,Mobile,Free,754,21.1,7,162.49,2,336,5.4,0
CUST00733,North,Tablet,Free,655,31.76,5,43.89,1,144,7.5,0
CUST00734,South,Desktop,Enterprise,529,32.56,9,,1,46,8.9,0
CUST00735,East,Desktop,Free,781,22.72,4,207.35,1,201,13.0,0
CUST00736,North,Mobile,Premium,1219,2.28,3,131.58,2,340,4.1,0
CUST00737,South,Mobile,Basic,785,,11,120.93,1,126,10.1,0
CUST00738,West,Mobile,Basic,37,187.26,1,144.4,1,216,8.9,1
CUST00739,Central,Desktop,Free,785,144.75,6,109.48,2,133,17.3,1
CUST00740,East,Desktop,Free,1133,390.13,5,101.8,1,320,5.7,0
CUST00741,South,Desktop,Premium,225,82.28,8,116.16,0,203,5.0,1
CUST00742,South,Desktop,Premium,418,6.64,6,142.37,2,363,7.9,1
CUST00743,South,Tablet,Free,126,46.95,7,127.83,1,267,,1
CUST00744,East,Mobile,Basic,1441,48.85,4,69.14,1,176,10.2,0
CUST00745,North,Tablet,Enterprise,1095,26.62,1,,2,318,9.5,0
CUST00746,West,Mobile,Premium,1091,64.24,10,82.13,0,95,11.5,0
CUST00747,West,Desktop,Free,289,0.24,9,79.48,3,800,9.3,0
CUST00748,South,Tablet,Free,1481,118.04,2,86.66,0,344,5.3,0
CUST00749,West,Mobile,Basic,703,37.09,2,159.27,5,0,15.5,1
CUST00750,North,Mobile,Free,34,135.43,8,102.22,0,98,4.4,1
CUST00751,West,Mobile,Premium,1265,39.1,7,132.07,0,321,,1
CUST00752,East,Mobile,Basic,1067,27.26,8,73.38,3,264,14.4,1
CUST00753,North,Mobile,Premium,734,320.96,6,80.42,0,364,9.5,0
CUST00754,East,Desktop,Free,711,95.01,4,143.94,2,3,6.6,0
CUST00755,North,Mobile,Basic,910,57.59,5,65.8,0,119,10.9,0
CUST00756,South,Tablet,Free,1441,,1,113.41,2,184,7.7,1
CUST00757,North,Mobile,Premium,352,21.61,5,66.38,1,235,11.4,0
CUST00758,West,Mobile,Premium,1341,10.44,5,75.69,1,271,7.8,0
CUST00759,East,Desktop,Free,90,185.64,9,64.35,0,68,6.3,1
CUST00760,North,Mobile,Premium,8,26.42,8,124.29,0,272,10.2,1
CUST00761,East,Desktop,Basic,857,22.39,6,165.84,0,36,6.8,1
CUST00762,South,Mobile,Free,1098,,4,184.63,1,230,10.1,0
CUST00763,South,Desktop,Free,730,7.33,6,5.0,2,220,1.0,1
CUST00764,North,Desktop,Basic,506,154.6,2,148.46,3,78,1.0,1
CUST00765,East,Tablet,Free,376,105.54,3,76.31,1,46,7.3,0
CUST00766,South,Mobile,Free,1016,,6,149.0,1,191,11.7,1
CUST00767,East,Mobile,Free,1149,35.46,4,44.95,0,254,5.6,1
CUST00768,North,Mobile,Free,80,205.09,6,77.1,3,277,4.8,0
CUST00769,North,Desktop,Basic,1393,39.67,1,100.5,1,105,1.0,0
CUST00770,South,Mobile,Basic,1373,107.99,2,216.23,1,314,17.3,0
CUST00771,South,Desktop,Enterprise,481,26.64,4,13.38,1,12,2.1,0
CUST00772,West,Tablet,Free,1399,60.42,4,61.78,0,296,13.1,1
CUST00773,West,Desktop,Free,1169,47.54,7,54.0,0,177,8.4,1
CUST00774,South,Mobile,Enterprise,42,77.19,9,15.04,0,133,4.8,0
CUST00775,North,Desktop,Premium,1207,,7,98.34,1,165,4.5,1
CUST00776,South,Tablet,Basic,851,143.44,8,78.86,4,163,21.0,1
CUST00777,South,Mobile,Enterprise,1364,35.99,4,177.26,0,107,7.7,0
CUST00778,East,Mobile,Basic,1141,15.78,8,117.05,2,271,1.0,0
CUST00779,South,Desktop,Premium,901,79.63,5,30.21,1,333,9.1,0
CUST00780,South,Mobile,Basic,731,3.29,4,91.83,2,215,6.9,0
CUST00781,South,Mobile,Enterprise,745,107.63,7,34.37,0,34,9.8,0
CUST00782,West,Mobile,Free,1223,24.4,4,3959.014085349672,2,27,,0
CUST00783,East,Mobile,Basic,1410,53.82,8,148.47,1,359,6.6,1
CUST00784,West,Desktop,Basic,-1,133.19,5,5.0,0,156,5.8,1
CUST00785,North,Desktop,Basic,763,159.06,6,58.07,1,25,4.3,1
CUST00786,East,Mobile,Free,251,10424.772036942359,4,146.17,0,11,11.4,1
CUST00787,North,Tablet,Enterprise,318,59.31,5,166.95,1,37,8.1,1
CUST00788,North,Desktop,Premium,664,17.58,4,142.07,2,309,8.8,1
CUST00789,South,Mobile,Free,772,104.94,5,143.42,1,250,8.0,0
CUST00790,Central,Mobile,Premium,99,21.91,4,93.32,1,16,5.7,0
CUST00791,West,Mobile,Premium,1213,0.77,5,56.45,3,108,10.9,1
CUST00792,East,Mobile,Free,290,66.64,5,229.73,0,241,5.8,0
CUST00793,East,Mobile,Free,849,7.65,6,5.0,4,280,7.1,1
CUST00794,North,Mobile,Basic,339,,6,14.73,0,17,9.3,1
CUST00795,South,Mobile,Enterprise,103,101.01,4,27.59,0,205,,0
CUST00796,North,Mobile,Premium,202,22.39,5,220.02,3,303,6.8,0
CUST00797,Central,Mobile,Free,1132,51.19,7,7779.235012824332,1,236,8.8,1
CUST00798,East,Mobile,Free,855,4.65,7,228.31,1,311,9.2,1
CUST00799,South,Mobile,Free,23,57.52,6,94.04,1,337,5.4,1
CUST00800,South,Desktop,Premium,287,15.35,3,,1,198,9.5,0
CUST00801,South,Desktop,Free,1445,96.03,7,94.82,1,351,12.7,0
CUST00802,East,Mobile,Free,165,134.1,2,237.51,1,3,5.5,1
CUST00803,East,Desktop,Free,1154,132.52,4,86.24,0,270,2.7,1
CUST00804,South,Mobile,Free,471,17.77,5,219.62,2,15,5.3,0
CUST00805,North,Mobile,Premium,865,64.22,7,154.43,1,152,12.7,1
CUST00806,North,Desktop,Basic,332,31.32,5,142.7,2,185,14.6,1
CUST00807,South,Mobile,Free,430,35.91,4,179.56,0,280,9.4,1
CUST00808,North,Mobile,Basic,973,28.83,2,213.18,1,247,8.7,1
CUST00809,North,Mobile,Basic,72,77.57,7,94.22,2,196,9.1,0
CUST00810,Central,Desktop,Free,972,54.94,8,91.82,1,252,11.8,1
CUST00811,South,Mobile,Basic,410,122.31,5,58.41,1,227,4.3,0
CUST00812,East,Desktop,Premium,997,1.03,2,83.78,1,184,,0
CUST00813,Central,Mobile,Basic,1082,8.32,6,193.72,1,245,14.3,0
CUST00814,South,Mobile,Basic,360,78.86,10,14.99,0,147,11.6,0
CUST00815,North,Mobile,Basic,851,4.22,9,191.54,4,272,10.6,0
CUST00816,Central,Desktop,Basic,14,64.77,5,146.57,0,6,1.5,1
CUST00817,West,Mobile,Basic,1040,13.95,4,98.45,0,800,11.8,1
CUST00818,East,Tablet,Premium,922,89.69,2,157.72,2,244,6.9,0
CUST00819,West,Mobile,Free,850,13.27,8,155.6,0,172,11.4,1
CUST00820,South,Desktop,Basic,397,2.51,4,174.71,0,189,14.3,0
CUST00821,West,Mobile,Free,983,1.03,3,,1,191,8.6,0
CUST00822,West,Mobile,Enterprise,1063,19.82,6,300.33,0,195,6.1,0
CUST00823,South,Mobile,Free,225,0.57,7,135.43,0,118,6.1,0
CUST00824,North,Mobile,Basic,1332,60.54,6,84.78,3,98,7.5,0
CUST00825,North,Desktop,Basic,977,83.88,2,175.3,1,59,5.8,1
CUST00826,South,Mobile,Free,441,72.83,3,6395.0157761754435,3,284,8.7,1
CUST00827,Central,Mobile,Premium,1260,13.33,5,130.0,3,169,11.6,1
CUST00828,North,Desktop,Basic,63,19.78,0,161.88,3,229,6.8,0
CUST00829,Central,Mobile,Free,1261,83.49,9,214.51,2,23,11.7,0
CUST00830,North,Mobile,Basic,1281,143.89,5,76.47,3,266,4.7,0
CUST00831,Central,Mobile,Free,693,89.85,5,103.56,1,8,4.9,0
CUST00832,North,Mobile,Free,898,33.78,5,183.05,2,291,7.3,1
CUST00833,South,Desktop,Free,1398,43.37,2,14.96,0,38,5.1,0
CUST00834,North,Mobile,Premium,960,72.08,6,93.17,0,272,14.2,1
CUST00835,South,Desktop,Free,1184,139.76,2,112.93,1,177,11.0,1
CUST00836,East,Desktop,Free,1266,195.31,5,194.76,2,17,11.8,0
CUST00837,South,Mobile,Basic,1198,49.2,3,172.32,2,118,4.8,0
CUST00838,East,Tablet,Basic,660,,4,236.88,2,125,11.5,1
CUST00839,South,Mobile,Free,1409,8.0,5,11.23,0,335,5.0,1
CUST00840,East,Mobile,Basic,1495,79.22,5,98.94,2,46,1.7,0
CUST00841,South,Mobile,Free,134,,6,156.1,1,183,6.9,0
CUST00842,South,Desktop,Free,1091,186.65,8,59.47,2,79,13.5,0
CUST00843,West,Mobile,Premium,783,67.2,3,111.27,0,93,15.0,0
CUST00844,North,Mobile,Basic,799,9.88,8,9.23,2,10,14.0,1
CUST00845,East,Tablet,Free,1378,3.41,2,127.84,0,239,,0
CUST00846,East,Mobile,Free,54,98.53,4,167.42,0,263,8.0,0
CUST00847,North,Desktop,Basic,622,,4,148.08,2,171,5.4,1
CUST00848,North,Desktop,Basic,571,46.02,8,159.16,1,92,8.9,1
CUST00849,East,Desktop,Free,24,,6,88.92,2,180,1.0,0
CUST00850,North,Mobile,Free,425,156.5,6,45.24,1,4,14.9,0
CUST00851,South,Tablet,Free,915,65.98,8,176.69,1,156,10.4,0
CUST00852,Central,Mobile,Basic,1112,96.37,4,,0,205,7.5,1
CUST00853,South,Tablet,Free,1186,17.8,3,212.9,1,191,4.4,1
CUST00854,Central,Mobile,Free,1157,11112.975920452216,9,122.09,1,157,5.1,0
CUST00855,North,Mobile,Free,632,139.36,9,3099.8129884214286,1,201,1.0,1
CUST00856,East,Desktop,Premium,672,53.69,4,34.79,1,346,19.2,0
CUST00857,North,Tablet,Free,455,43.85,7,138.26,1,-5,1.0,0
CUST00858,South,Mobile,Premium,617,78.02,7,46.38,0,268,1.3,1
CUST00859,East,Mobile,Basic,887,12.6,3,71.45,1,255,1.0,0
CUST00860,North,Desktop,Free,969,67.53,4,131.84,1,249,7.4,1
CUST00861,East,Tablet,Enterprise,174,168.51,5,128.84,1,347,6.3,0
CUST00862,North,Mobile,Free,665,20.64,4,60.28,0,83,9.2,0
CUST00863,South,Desktop,Basic,713,22.0,2,196.31,1,190,12.9,1
CUST00864,East,Mobile,Free,741,273.72,2,115.89,3,363,1.0,0
CUST00865,North,Desktop,Premium,741,49.92,4,180.86,1,157,4.7,1
CUST00866,North,Desktop,Basic,935,18.65,4,92.64,1,295,5.9,1
CUST00867,South,Mobile,Free,1022,115.82,11,52.43,4,210,8.7,0
CUST00868,North,Desktop,Basic,871,38.78,5,5.0,1,302,8.8,1
CUST00869,North,Mobile,Free,826,16.75,6,100.58,0,184,13.3,0
CUST00870,North,Mobile,Free,1245,1.4,6,114.06,1,90,7.0,1
CUST00871,South,Mobile,Premium,929,145.7,3,47.65,1,89,1.0,0
CUST00872,South,Desktop,Premium,593,111.35,9,234.58,1,20,6.7,0
CUST00873,North,Desktop,Basic,1,15.82,5,76.28,0,184,10.1,0
CUST00874,South,Mobile,Free,705,1.62,5,178.01,1,222,18.4,1
CUST00875,Central,Mobile,Basic,187,141.03,2,201.38,1,0,8.6,1
CUST00876,West,Desktop,Basic,737,10.5,4,178.43,0,180,8.4,1
CUST00877,South,Mobile,Premium,232,7.89,9,76.05,0,230,6.4,0
CUST00878,South,Mobile,Free,235,258.12,9,69.4,1,75,14.0,0
CUST00879,South,Mobile,Basic,558,283.02,6,134.51,3,26,7.5,0
CUST00880,South,Mobile,Premium,76,2.08,3,148.2,1,138,9.8,1
CUST00881,East,Desktop,Free,1355,42.01,4,152.2,2,38,11.9,0
CUST00882,West,Mobile,Free,873,191.74,8,92.68,1,215,10.0,1
CUST00883,North,Mobile,Basic,1432,34.82,6,26.9,2,175,10.0,0
CUST00884,South,Mobile,Free,1357,21.03,7,109.62,2,125,15.3,1
CUST00885,East,Mobile,Free,484,3.32,3,158.62,1,188,14.2,1
CUST00886,West,Desktop,Free,1092,140.44,5,,1,188,7.1,0
CUST00887,East,Desktop,Basic,1218,123.47,3,61.34,2,999,10.6,0
CUST00888,South,Mobile,Basic,718,39.16,2,129.98,1,358,,1
CUST00889,North,Desktop,Free,974,13.08,4,167.37,0,333,10.7,1
CUST00890,North,Mobile,Free,460,68.84,7,161.62,1,33,5.0,1
CUST00891,South,Mobile,Enterprise,1028,43.97,5,100.6,1,223,5.4,0
CUST00892,South,Mobile,Basic,295,65.87,5,161.78,3,312,6.5,1
CUST00893,South,Tablet,Free,146,119.91,4,72.42,0,114,14.4,0
CUST00894,North,Desktop,Free,988,95.7,3,79.42,1,2,6.6,1
CUST00895,East,Mobile,Free,129,143.96,10,121.43,1,10,9.5,1
CUST00896,North,Mobile,Free,251,125.47,4,71.59,2,162,6.1,1
CUST00897,North,Mobile,Free,920,14.07,6,129.35,2,76,7.8,1
CUST00898,East,Desktop,Basic,1048,28.68,4,91.02,1,187,1.0,0
CUST00899,North,Mobile,Premium,46,20.1,2,4428.713249299186,0,339,12.6,0
CUST00900,South,Mobile,Free,894,91.29,7,102.6,1,207,,1
CUST00901,West,Mobile,Basic,6,,4,199.81,0,59,8.8,0
CUST00902,Central,Desktop,Free,1201,224.33,6,149.8,1,144,10.0,1
CUST00903,East,Desktop,Basic,1427,46.3,4,111.92,4,278,10.7,1
CUST00904,North,Desktop,Basic,1190,72.96,3,83.64,3,227,3.3,0
CUST00905,North,Desktop,Free,1036,19.9,3,114.05,0,88,10.9,0
CUST00906,West,Desktop,Basic,1432,65.53,6,155.89,5,29,,0
CUST00907,North,Mobile,Free,402,146.67,3,27.42,1,142,1.5,0
CUST00908,Central,Desktop,Enterprise,662,4.93,5,231.23,1,311,10.5,0
CUST00909,West,Mobile,Free,168,348.97,3,126.55,0,48,14.0,0
CUST00910,West,Mobile,Free,1161,84.57,6,129.23,1,273,10.7,1
CUST00911,North,Mobile,Free,1205,86.07,3,,0,9,9.0,1
CUST00912,South,Tablet,Basic,1124,107.39,3,168.2,1,231,6.6,0
CUST00913,Central,Mobile,Free,112,149.74,5,68.87,1,277,8.3,1
CUST00914,North,Desktop,Basic,967,128.62,3,217.66,3,279,10.0,1
CUST00915,Central,Mobile,Free,1097,31.82,4,144.15,0,80,11.3,1
CUST00916,North,Mobile,Free,1226,106.65,4,243.16,1,59,9.4,0
CUST00917,North,Mobile,Free,841,,4,84.69,0,8,9.7,0
CUST00918,North,Mobile,Free,421,218.5,5,5451.758482512362,2,138,1.8,0
CUST00919,North,Mobile,Basic,721,42.84,1,191.4,3,26,6.6,1
CUST00920,South,Mobile,Free,1323,19.4,5,56.79,0,218,7.9,1
CUST00921,West,Mobile,Free,1216,131.49,4,232.31,1,999,1.7,0
CUST00922,North,Desktop,Basic,433,304.48,3,203.18,2,37,7.5,1
CUST00923,North,Mobile,Premium,39,32.77,7,165.82,1,225,5.5,1
CUST00924,East,Mobile,Free,1242,0.06,5,70.93,2,140,9.5,0
CUST00925,North,Tablet,Basic,1271,118.08,9,176.84,1,69,6.6,0
CUST00926,South,Mobile,Basic,1004,36.37,1,60.31,1,128,1.0,0
CUST00927,North,Mobile,Free,1327,123.2,4,136.38,1,159,16.8,0
CUST00928,North,Mobile,Premium,175,155.69,4,170.39,1,202,4.4,0
CUST00929,North,Desktop,Basic,886,23.91,2,110.03,3,130,11.1,1
CUST00930,West,Desktop,Basic,43,30.17,4,99.89,0,233,2.9,1
CUST00931,West,Desktop,Premium,1104,12.45,8,48.32,0,284,2.0,1
CUST00932,Central,Tablet,Free,122,71.33,4,106.93,0,200,10.7,1
CUST00933,North,Mobile,Free,619,6.71,4,,2,311,7.1,1
CUST00934,North,Desktop,Basic,91,40.41,5,88.5,2,187,10.1,1
CUST00935,Central,Tablet,Basic,296,17.94,4,154.31,3,94,6.1,0
CUST00936,North,Mobile,Basic,671,35.23,5,83.52,1,357,9.8,1
CUST00937,South,Tablet,Free,1170,56.09,6,83.57,3,191,6.7,1
CUST00938,North,Desktop,Basic,1106,284.7,5,55.56,0,156,1.0,0
CUST00939,East,Mobile,Free,871,45.97,7,136.44,3,298,10.1,1
CUST00940,North,Mobile,Free,340,120.01,4,215.92,7,88,6.0,1
CUST00941,North,Mobile,Free,1226,33.4,3,46.19,2,353,8.8,1
CUST00942,North,Mobile,Premium,1246,102.35,3,139.89,2,134,9.6,0
CUST00943,East,Mobile,Basic,1486,130.83,4,180.54,1,357,4.6,1
CUST00944,East,Mobile,Free,91,27.49,8,43.03,1,318,3.4,0
CUST00945,South,Desktop,Free,581,64.11,3,175.35,0,306,4.5,0
CUST00946,North,Tablet,Premium,956,335.71,4,92.61,0,73,10.9,0
CUST00947,East,Desktop,Free,15,11.69,5,5.0,0,92,14.4,0
CUST00948,West,Desktop,Free,849,343.36,7,199.9,1,56,1.0,0
CUST00949,East,Desktop,Free,1267,215.73,7,176.07,3,51,2.7,0
CUST00950,Central,Desktop,Free,1351,53.78,6,98.53,1,127,12.2,1
CUST00951,Central,Mobile,Basic,1002,0.5,4,120.22,0,262,4.9,0
CUST00952,North,Mobile,Free,1443,55.8,5,30.29,0,74,9.6,1
CUST00953,South,Mobile,Free,486,87.32,1,212.54,2,295,,0
CUST00954,West,Mobile,Free,1185,16.38,3,34.32,0,140,14.4,1
CUST00955,South,Tablet,Free,29,203.14,10,111.22,1,3,1.0,0
CUST00956,North,Mobile,Free,1434,71.77,5,166.56,0,49,12.1,1
CUST00957,South,Mobile,Free,187,7.75,10,83.48,1,190,17.0,0
CUST00958,East,Desktop,Enterprise,1412,31.34,3,44.91,1,114,13.6,0
CUST00959,West,Desktop,Free,1345,85.07,5,109.4,1,84,6.5,0
CUST00960,West,Mobile,Free,826,31.76,1,,0,80,9.5,0
CUST00961,East,Mobile,Free,752,12.43,4,173.9,2,252,16.0,1
CUST00962,South,Desktop,Basic,858,256.55,6,70.27,1,18,5.1,1
CUST00963,North,Desktop,Free,273,16.56,7,88.36,1,78,,1
CUST00964,North,Mobile,Basic,1162,110.37,4,94.31,1,324,10.7,1
CUST00965,West,Mobile,Free,1155,37.53,4,33.77,1,37,11.7,0
CUST00966,North,Mobile,Basic,923,10.49,7,91.92,1,315,6.5,0
CUST00967,South,Mobile,Free,1310,181.96,7,5.0,0,96,18.4,1
CUST00968,East,Mobile,Enterprise,961,91.17,6,137.72,4,253,6.6,0
CUST00969,East,Mobile,Free,935,297.3,4,134.85,3,76,6.7,0
CUST00970,South,Mobile,Basic,993,141.88,8,160.26,1,77,3.0,0
CUST00971,North,Desktop,Free,218,94.01,2,5.0,1,96,9.9,1
CUST00972,North,Desktop,Free,362,78.09,6,167.78,2,51,10.1,1
CUST00973,West,Mobile,Basic,618,90.03,7,29.68,2,227,7.8,0
CUST00974,West,Mobile,Free,846,141.23,1,121.36,0,194,8.6,1
CUST00975,North,Mobile,Free,846,211.64,5,35.98,0,182,14.1,0
CUST00976,South,Mobile,Free,1118,84.77,3,135.59,0,999,7.7,0
CUST00977,North,Desktop,Basic,1315,28.44,8,168.75,1,241,13.3,0
CUST00978,South,Mobile,Premium,126,95.89,6,191.5,1,282,12.6,1
CUST00979,South,Mobile,Free,438,10.12,4,114.51,0,179,8.4,1
CUST00980,South,Tablet,Free,222,87.34,8,189.59,0,0,10.0,0
CUST00981,South,Tablet,Free,1172,254.61,5,162.75,0,13,10.1,1
CUST00982,East,Mobile,Free,104,12.78,4,186.82,0,198,13.3,0
CUST00983,North,Mobile,Free,1466,114.96,4,40.82,0,89,11.6,0
CUST00984,West,Mobile,Basic,612,43.29,1,106.44,1,58,11.0,1
CUST00985,South,Mobile,Basic,1357,12.45,4,93.46,2,75,12.1,0
CUST00986,North,Mobile,Free,383,18.3,6,90.62,3,175,10.7,0
CUST00987,South,Mobile,Free,473,46.35,4,34.43,2,201,4.4,1
CUST00988,East,Desktop,Free,1100,184.09,3,242.43,2,55,,0
CUST00989,South,Desktop,Free,163,0.52,6,64.02,4,23,9.4,1
CUST00990,South,Mobile,Free,504,4.19,5,164.36,0,94,9.2,1
CUST00991,South,Mobile,Basic,170,47.72,7,,0,15,10.6,1
CUST00992,North,Mobile,Premium,512,99.76,6,94.74,2,156,12.6,1
CUST00993,South,Mobile,Free,1111,0.76,5,205.16,1,185,9.5,1
CUST00994,East,Desktop,Free,561,121.0,6,18.06,2,307,11.3,0
CUST00995,East,Mobile,Premium,834,25.54,2,6916.54927327018,2,46,5.3,1
CUST00996,North,Mobile,Basic,169,15.97,5,9.72,3,173,11.0,1
CUST00997,North,Desktop,Free,122,6815.268415979638,6,172.84,3,216,1.0,0
CUST00998,North,Tablet,Free,427,34.08,4,148.72,0,56,5.6,0
CUST00999,South,Mobile,Basic,276,22.03,6,112.84,3,278,14.1,1
CUST01000,East,Desktop,Free,653,63.37,7,75.57,2,216,14.0,0
CUST01001,West,Mobile,Free,808,4.92,4,159.21,0,74,6.8,0
CUST01002,East,Mobile,Basic,1203,79.43,4,136.98,2,120,10.7,0
CUST01003,South,Mobile,Premium,1397,21.11,9,180.09,4,273,7.8,0
CUST01004,West,Mobile,Free,1480,48.18,6,147.71,1,101,4.2,0
CUST01005,North,Tablet,Basic,1168,58.05,4,70.91,0,291,5.5,1
CUST01006,East,Desktop,Free,923,39.95,7,140.21,1,343,9.4,1
CUST01007,East,Mobile,Basic,1324,245.12,7,111.47,0,138,1.0,1
CUST01008,North,Mobile,Basic,908,139.92,2,8097.712625319786,1,194,3.5,0
CUST01009,South,Desktop,Free,1117,16.09,3,97.25,2,151,7.5,0
CUST01010,Central,Desktop,Basic,1189,16.35,7,4395.247913899586,1,230,8.1,1
CUST01011,North,Desktop,Free,1042,21.75,8,79.3,0,273,11.0,1
CUST01012,North,Desktop,Enterprise,270,71.41,5,120.73,0,252,5.6,0
CUST01013,East,Desktop,Basic,1449,0.37,9,44.46,1,31,9.1,1
CUST01014,Central,Desktop,Free,1172,63.85,6,145.81,1,331,1.0,1
CUST01015,West,Desktop,Premium,35,10.2,7,37.72,2,181,8.5,0
CUST01016,South,Desktop,Premium,980,55.63,3,139.59,0,362,7.1,1
CUST01017,East,Mobile,Premium,1065,138.9,7,138.6,2,270,15.0,0
CUST01018,South,Desktop,Free,294,39.08,4,128.57,1,157,,0
CUST01019,West,Mobile,Free,1495,169.76,9,124.66,0,145,13.4,1
CUST01020,South,Mobile,Premium,946,37.34,5,83.21,1,185,12.9,1
CUST01021,East,Desktop,Enterprise,541,77.88,4,195.83,2,317,11.2,1
CUST01022,West,Desktop,Premium,25,30.74,4,114.05,1,177,5.6,0
CUST01023,West,Mobile,Premium,717,151.21,7,63.85,2,299,12.7,0
CUST01024,South,Mobile,Free,1127,71.24,5,146.34,1,153,1.5,0
CUST01025,North,Tablet,Basic,1034,37.64,7,71.64,0,106,10.1,0
CUST01026,East,Mobile,Free,1274,54.54,7,146.99,2,140,9.9,1
CUST01027,Central,Desktop,Premium,1015,217.13,6,240.43,2,354,12.9,1
CUST01028,East,Tablet,Free,697,46.3,1,161.92,1,349,12.3,1
CUST01029,North,Tablet,Free,512,,5,74.98,1,224,12.2,0
CUST01030,East,Mobile,Premium,413,27.53,3,108.06,2,122,10.0,0
CUST01031,West,Desktop,Free,927,12819.679155457276,3,161.03,1,160,12.1,1
CUST01032,North,Mobile,Basic,997,83.34,8,113.95,2,88,3.9,0
CUST01033,East,Mobile,Basic,496,8.51,5,5.0,1,130,9.4,1
CUST01034,South,Mobile,Free,1211,24.28,3,199.58,0,180,9.4,1
CUST01035,West,Desktop,Basic,1346,127.62,4,107.65,0,248,,0
CUST01036,North,Mobile,Basic,1464,62.21,7,89.09,3,162,8.3,0
CUST01037,South,Mobile,Free,40,42.88,6,159.2,0,166,9.6,1
CUST01038,North,Tablet,Premium,44,26.28,7,224.63,0,12,,0
CUST01039,Central,Mobile,Premium,849,67.11,6,188.62,1,245,11.8,1
CUST01040,North,Mobile,Premium,7,259.56,5,25.87,1,22,2.2,1
CUST01041,North,Mobile,Basic,1054,90.37,3,94.53,4,335,,1
CUST01042,South,Desktop,Basic,503,131.82,3,122.82,2,9,4.9,1
CUST01043,North,Mobile,Premium,164,5.63,1,134.54,1,197,7.7,1
CUST01044,South,Mobile,Basic,405,4.68,3,,1,32,9.8,1
CUST01045,North,Desktop,Basic,222,17.51,4,65.31,0,303,6.7,1
CUST01046,East,Desktop,Premium,1316,58.53,4,244.92,0,291,6.7,0
CUST01047,Central,Tablet,Free,946,54.0,4,80.37,0,281,6.7,1
CUST01048,North,Desktop,Free,34,1.0,3,155.8,3,356,,1
CUST01049,West,Mobile,Enterprise,575,101.47,5,69.42,1,276,4.2,1
CUST01050,East,Desktop,Free,453,77.46,3,131.55,1,143,5.5,1
CUST01051,North,Mobile,Free,667,121.93,6,91.91,2,250,3.8,1
CUST01052,East,Desktop,Basic,1002,68.62,5,105.91,5,153,10.1,0
CUST01053,Central,Tablet,Free,248,56.38,4,147.84,0,242,5.2,0
CUST01054,West,Mobile,Basic,476,17.12,3,170.0,0,65,8.9,0
CUST01055,South,Mobile,Basic,985,52.3,7,95.61,0,141,8.8,0
CUST01056,South,Mobile,Free,116,54.42,8,75.09,0,146,11.2,1
CUST01057,South,Mobile,Basic,209,13.88,7,154.28,1,36,3.0,0
CUST01058,North,Tablet,Enterprise,222,263.88,4,182.62,1,266,6.0,0
CUST01059,South,Desktop,Basic,565,21.84,8,5.0,2,149,10.6,1
CUST01060,South,Mobile,Premium,670,34.46,6,179.61,2,209,9.0,1
CUST01061,North,Mobile,Free,801,44.68,9,,2,341,9.6,0
CUST01062,South,Mobile,Free,178,1.81,7,140.46,1,200,12.3,0
CUST01063,East,Mobile,Enterprise,8,80.15,6,5.0,1,54,6.5,1
CUST01064,North,Desktop,Free,1168,33.75,3,7254.027105482185,1,247,9.6,0
CUST01065,South,Mobile,Basic,900,71.09,4,87.01,2,296,6.2,1
CUST01066,West,Desktop,Basic,192,242.74,3,92.47,2,243,8.2,1
CUST01067,East,Mobile,Free,984,70.47,7,146.17,3,264,12.7,1
CUST01068,East,Mobile,Free,43,26.4,6,139.44,0,317,1.3,1
CUST01069,North,Mobile,Basic,923,48.8,6,110.5,2,325,7.9,0
CUST01070,West,Mobile,Free,1455,,6,188.69,4,245,4.7,1
CUST01071,North,Desktop,Free,3,345.07,3,69.85,1,129,6.5,1
CUST01072,South,Desktop,Free,54,86.34,6,191.48,1,110,12.3,1
CUST01073,Central,Mobile,Basic,1202,63.58,4,174.62,0,266,7.5,1
CUST01074,West,Mobile,Free,1383,121.9,4,125.11,2,59,6.5,1
CUST01075,South,Mobile,Basic,316,94.05,6,,1,168,13.2,1
